"EventCode","Ego","Hear","Attend","IsSeed","ToTotal","Gender","Age","In80s","MinsTrav","Educ","WallMat","JobType","Time1","Time2","Time3","Time4","Time5","Phone1","Phone2","Phone3","Phone4","Phone5","Pol1","Pol2","Pol3","Pol4","Pol5","Relig1","Relig2","Relig3","Relig4","Relig5","Meal1","Meal2","Meal3","Meal4","Meal5","Visit1","Visit2","Visit3","Visit4","Visit5","Secret1","Secret2","Secret3","Secret4","Secret5","GossipNameCl","Occup","Married","ClanWeek","Relig","Worship","ReligWeek","SoapLasts","WhyNot","PhoneSum","CoarseLangFam","CoarseVisitOth","CoarseClan","CoarseSpouseClan","Tribe","TimeClanProp","PhoneClanProp","PolClanProp","ReligClanProp","MealClanProp","VisitClanProp","SecretClanProp","Region","CoarseVlg","OwnPhone","TotNames","TotUNames","Passed"
1,220389,"Y","Y",0,"0","F",58,"Y",60,1,3,1,289650,247669,267122,723016,NA,300397,82597,NA,NA,NA,515870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136004,NA,NA,NA,NA,515870,"PEASANT","Y",4,1,4,3,"7",NA,2,"ATESO",2,"IRARAK",NA,"ATESO",0,1,0,NA,NA,NA,0,NA,"UNKNOWN","N",8,8,0
4,42240,"Y","Y",0,"1","F",58,"Y",45,5,3,3,817037,898032,181074,199023,554651,46651,940120,35619,927081,850517,NA,NA,NA,NA,NA,181074,600405,218455,70484,898032,308447,791576,NA,489050,358224,817037,199023,517906,898032,308447,517906,NA,92612,222890,199023,515870,"FARMER","Y",4,1,4,3,"7",NA,5,"ATESO",2,"AKOCHELAIT","IKATEKOK","ATESO",1,0.8,NA,0.8,0,0.6,0.6,8,"ABALANG","N",28,20,1
1,125751,"Y","Y",0,"1","F",22,"N",30,6,3,3,398265,787476,560166,585765,NA,592421,372324,960819,752955,NA,515870,NA,NA,NA,NA,587720,194134,675383,NA,NA,788524,592421,NA,NA,NA,NA,NA,NA,NA,NA,372324,NA,NA,NA,NA,515870,"BAKER","N",2,1,4,3,"4",NA,4,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.25,1,0,1,1,NA,1,NA,"CENTRAL","Y",15,13,1
1,41060,"Y","Y",0,"1","F",46,"Y",45,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",3,1,4,2,"7",NA,0,"ATESO",3,"ININTKA",NA,"ATESO",NA,NA,NA,0,0,NA,NA,NA,"UNKNOWN","N",0,0,1
1,531208,"Y","Y",0,"3","F",23,"N",30,3,3,4,349445,762951,877872,22365,NA,983911,440770,41444,553339,745035,NA,NA,NA,NA,NA,949803,NA,NA,NA,NA,NA,NA,NA,NA,NA,740163,NA,NA,NA,NA,349445,75135,NA,NA,NA,333717,"FARMER","Y",2,4,3,3,"7",NA,5,"ATESO",2,"KUMAM",NA,"KUMAM",0,1,NA,0,0,0,0,4,"UNKNOWN","N",13,12,1
5,439432,"Y","Y",0,"3","F",25,"N",120,5,3,1,848099,NA,NA,NA,NA,465930,650588,NA,NA,NA,NA,NA,NA,NA,NA,848099,NA,NA,NA,NA,424485,239311,686902,46651,NA,NA,NA,NA,NA,NA,465930,650588,848099,NA,NA,NA,"PEASANT","Y",2,2,4,2,"30",NA,2,"ATESO",3,"IKARIBWOK","IGORIA","ATESO",1,1,NA,1,0,NA,1,6,"ABALANG","N",11,7,0
1,779990,"Y","Y",0,"0","F",26,"Y",50,5,3,1,81233,27531,631396,870203,967982,118365,NA,NA,NA,NA,250725,NA,NA,NA,NA,436608,NA,NA,NA,NA,258455,967982,809370,NA,NA,37688,270291,NA,NA,NA,81233,NA,NA,NA,NA,NA,"FARMER","Y",1,1,4,3,"7",NA,1,"ATESO",2,"IKATEKOK","IKATEKOK","ATESO",0,0,0,0,0,0,0,2,"AKAIKAI","N",14,12,0
1,333637,"Y","Y",0,"0","F",60,"Y",120,4,6,1,447830,447830,755631,535827,882540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350555,604560,882540,755631,535827,356738,488269,260584,681843,NA,895844,NA,NA,91256,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",2,1,4,2,"4",NA,0,"ATESO",3,"IRARAK","IKATEKOK","ATESO",0.6,NA,NA,1,0,0.25,0,NA,"AKAIKAI","N",16,12,0
1,621257,"Y","Y",0,"1","F",35,"Y",60,3,3,3,143755,362750,555306,796507,NA,NA,NA,NA,NA,NA,555306,270291,NA,NA,NA,362750,893973,NA,NA,NA,NA,NA,NA,NA,NA,765152,NA,NA,NA,NA,NA,NA,NA,NA,NA,515870,"FARMER","Y",2,1,8,3,"7",NA,0,"ATESO",3,"IRARAK",NA,"ATESO",0,NA,0,0,NA,0,NA,NA,"ABALANG","N",9,7,0
1,838185,"Y","Y",0,"2","F",42,"Y",30,3,3,4,149096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555306,NA,NA,NA,83820,NA,NA,NA,NA,615584,398179,NA,NA,NA,990830,NA,NA,NA,NA,639309,NA,NA,NA,NA,NA,"FARMER","Y",3,1,3,3,"2",NA,0,"ATESO",3,"IKARIBWOK",NA,"ATESO",0,NA,1,1,0,0,0.5,NA,"ABALANG",NA,7,7,1
1,27531,"Y","Y",0,"2","F",21,"N",30,4,3,4,967982,963266,672877,911511,556031,277457,NA,NA,NA,NA,NA,NA,NA,NA,NA,270291,787530,631396,250725,639309,NA,NA,NA,NA,NA,999416,270291,963266,250725,631396,535827,NA,NA,NA,NA,250725,"FARMER","N",4,1,4,3,"6",NA,1,"ATESO",2,"IKATEKOK",NA,"ATESO",1,0,NA,1,NA,1,1,7,"ABALANG","N",17,13,1
1,531208,"Y","Y",0,"3","F",24,"N",60,3,3,3,131911,NA,NA,326017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803984,NA,NA,NA,NA,498100,NA,NA,NA,NA,364608,NA,NA,412849,271067,NA,NA,NA,NA,"PEASANT","Y",2,4,4,3,"7",NA,0,"ATESO",2,"AKUNGARI","IMATAKOJO","KUMAM",0.5,NA,1,0.25,0.333333333,0.333333333,0,4,"UNKNOWN","N",7,7,1
1,367089,"Y","Y",0,"0","F",30,"N",NA,3,3,3,604764,973579,594437,199023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498159,NA,101561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",2,1,3,3,"7",NA,0,"ATESO",2,"IKARIBWOK",NA,"ATESO",0,NA,NA,0,NA,NA,NA,NA,"ABALANG","N",6,6,0
1,443509,"Y","Y",0,"5","F",45,"Y",60,1,3,1,150548,270808,686062,245434,513827,405734,351590,NA,NA,NA,NA,NA,NA,NA,NA,NA,150548,270808,245434,513827,405174,150548,208949,NA,NA,108458,NA,608074,318916,NA,150548,270808,245434,NA,NA,NA,"FARMER","Y",3,1,4,3,"2",NA,2,"ATESO",2,"AGWAYIT",NA,"ATESO",0,0,0,0,0.25,0,0,NA,"ABALANG","N",20,12,1
5,624953,"Y","Y",0,"0","F",32,"N",15,5,3,4,809056,765631,412680,218962,NA,152462,216235,442093,174221,672687,515870,NA,NA,NA,NA,412680,809056,765631,NA,NA,717216,37750,442093,NA,NA,NA,NA,NA,NA,NA,765631,412680,NA,NA,NA,NA,"SALOON","Y",2,4,4,3,"5",NA,5,"ATESO",2,"IKATEKOK",NA,"ATESO",0,0.6,0,0,0.333333333,NA,0,6,"ABALANG","Y",18,12,0
1,999416,"Y","Y",0,"3","F",41,"N",15,3,6,1,639309,447830,NA,83820,270291,711920,715197,NA,NA,NA,250725,192686,NA,NA,NA,842601,574271,631396,83820,555306,681843,44126,439432,NA,NA,681843,NA,NA,NA,NA,NA,764312,NA,NA,NA,645139,"PEASANT","Y",2,1,3,2,"7",NA,2,"ATESO",3,"ALOETAIT",NA,"ATESO",0.2,0,0.5,0.4,0,0,0,7,"UNKNOWN","N",18,16,1
1,338042,"Y","Y",0,"5","F",19,"7",10,1,3,4,688629,140400,94642,27442,NA,NA,NA,NA,NA,NA,100875,628699,305401,NA,NA,166808,758848,NA,NA,NA,278147,176106,NA,NA,NA,126411,NA,NA,NA,NA,678269,NA,NA,NA,NA,NA,"FARMER","Y",2,4,12,3,"5",NA,0,"ATESO",3,"IREGINYA",NA,"ATESO",1,NA,1,1,0.5,1,1,NA,"CENTRAL","N",13,13,0
4,540972,"Y","Y",1,"4","F",31,"Y",30,5,3,4,475076,172902,572043,393463,710194,686241,503949,NA,NA,NA,NA,NA,NA,NA,NA,91608,696922,NA,NA,NA,687750,753847,NA,NA,NA,NA,NA,NA,NA,NA,665232,NA,NA,NA,NA,515870,"FARMER","Y",1,1,4,2,"7",NA,2,"ATESO",2,"IKAKALA","IKARIBWOK","ATESO",0,1,NA,0,0,NA,0,7,"ABALANG","N",12,12,1
1,277205,"Y","Y",0,"2","F",25,"N",60,3,1,3,939505,279500,731264,519392,873568,NA,NA,NA,NA,NA,675383,NA,NA,NA,NA,205502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,518918,"PEASANT","Y",3,2,4,2,"7",NA,0,"ATESO",3,"IKATEKOK",NA,"ATESO",1,NA,1,0,NA,0,NA,NA,"AKUM","N",7,7,1
1,646236,"Y","Y",0,"8","F",21,"N",90,NA,3,2,NA,847450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,410187,758261,NA,NA,NA,867205,260584,13295,837964,705304,13295,260584,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","N",3,1,4,3,"7",NA,0,"ATESO",2,"IKATEKOK",NA,"ATESO",1,NA,NA,0,1,1,NA,NA,"CENTRAL","N",10,8,0
1,904825,"Y","Y",0,"0","F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNEMPLOYED",NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CENTRAL",NA,0,0,0
1,453675,"Y","Y",0,"3","F",50,"Y",45,1,5,3,814613,628919,30955,NA,NA,238618,443509,103760,NA,NA,972299,515870,323979,242245,NA,972299,515870,323979,242245,NA,NA,NA,NA,NA,NA,NA,108684,197388,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",2,1,4,3,"5",NA,3,"ATESO",3,"ALARAKIT",NA,"ATESO",1,0.666666667,1,1,1,1,NA,NA,"CENTRAL","Y",16,12,0
1,424518,"Y","Y",0,"4","F",21,"N",60,3,3,3,819107,288929,587331,715193,666832,622885,542166,NA,NA,NA,935967,29948,NA,NA,NA,403853,NA,NA,NA,NA,662907,439432,991673,619242,NA,289606,144742,NA,NA,NA,11791,931489,NA,NA,NA,935967,"FARMER","Y",3,1,3,3,"7",NA,2,"ATESO",2,"IKARIBWOK","EKOMOLOIT","ATESO",1,1,1,1,0.5,1,1,NA,"CENTRAL","Y",18,18,1
1,681843,"Y","Y",0,"0","F",36,"Y",30,1,3,1,994188,577712,NA,NA,NA,443509,NA,NA,NA,NA,NA,NA,NA,NA,NA,143755,640007,893973,NA,NA,NA,NA,NA,NA,NA,564030,NA,NA,NA,NA,226884,NA,NA,NA,NA,923266,"FARMER","Y",4,1,3,3,"3",NA,1,"ATESO",3,"IKARIBWOK","INGESEBA","ATESO",0,0,NA,0,NA,1,1,NA,"UNKNOWN","N",8,8,0
1,679126,"Y","Y",0,"5","F",48,"N",120,1,3,1,336616,999416,859529,449962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176486,657914,526771,633317,567170,999416,336616,662907,644369,NA,459698,993266,636368,NA,NA,636368,459698,NA,NA,NA,508064,"FARMER","Y",2,2,4,2,"1",NA,0,"ATESO",2,"IKATEKOK",NA,"ATESO",0.5,NA,NA,0.8,0.25,1,1,NA,"UNKNOWN","N",18,14,1
1,27528,"Y","Y",0,NA,"F",56,"Y",90,5,6,4,927406,544053,873660,679246,338042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762507,429435,NA,NA,NA,927406,84572,NA,NA,NA,848426,52675,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCHOOLCOOK","Y",2,1,4,3,"14",NA,0,"ATESO",2,"IRARAK",NA,"ATESO",0.4,NA,NA,0,0,0,NA,NA,"UNKNOWN",NA,11,10,1
1,272863,"Y","Y",0,"5","F",23,"Y",60,3,3,1,557584,513088,56417,NA,NA,442872,381784,622885,598170,935462,557584,513088,56417,NA,NA,56417,NA,NA,NA,NA,513088,557584,NA,NA,NA,969117,951342,746539,NA,NA,344588,388790,513088,707857,918304,515870,"PEASANT","Y",3,1,4,3,"2",NA,5,"ATESO",3,"ABALANGAIT",NA,"ATESO",0.333333333,0.4,0.333333333,0,0.5,0,0.4,NA,"UNKNOWN","N",22,15,1
5,572501,"Y","Y",0,"15","M",27,"Y",60,3,3,3,765152,555306,436787,779259,NA,504089,NA,NA,NA,NA,250725,NA,NA,NA,NA,555306,83820,765152,436787,NA,775902,NA,568686,555306,NA,270291,684079,NA,NA,NA,555306,NA,NA,NA,NA,NA,"PEASANT","Y",3,1,4,3,"7",NA,1,"ATESO",2,"ALOETAIT",NA,"ATESO",0.5,0,0,0.5,1,0,1,7,"ABALANG","N",16,11,1
1,150548,"Y","Y",0,"3","F",44,"N",30,1,6,3,431296,NA,88193,145774,101615,304621,800037,927081,108458,192686,800037,192686,NA,NA,NA,559531,NA,NA,NA,NA,64417,443509,423645,658698,108458,546914,44944,859529,620244,501991,651619,306327,456343,192686,800037,456343,"FARMER","Y",2,1,3,2,"10",NA,5,"ATESO",2,"IKARIBWOK","IKATEKOK","ATESO",0,0.4,0.5,0,0,0,0.4,NA,"UNKNOWN","N",27,22,1
1,81233,"Y","Y",0,"0","F",27,"N",60,4,3,4,779990,631396,250725,940769,805051,763839,711920,514818,862044,200366,NA,NA,NA,NA,NA,589135,552781,245434,804471,574248,763839,118365,585438,NA,NA,779990,805051,NA,NA,NA,779990,NA,NA,NA,NA,645139,"FARMER","Y",1,2,4,3,"9",NA,5,"ATESO",3,"IKARIBWOK",NA,"ATESO",0,0.6,NA,1,0.666666667,0,0,NA,"AKAIKAI","Y",21,17,0
1,796907,"Y","Y",0,"0","F",18,"N",30,3,3,1,990830,419766,27531,273279,869569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295764,232688,358056,264123,NA,NA,NA,NA,NA,NA,425589,NA,NA,NA,NA,921844,"PEASANT","N",5,1,4,5,"14",NA,0,"ATESO",2,NA,NA,"ATESO",0.8,NA,NA,0,1,NA,1,NA,"ABALANG","N",10,10,0
1,11125,"Y","Y",0,"5","F",42,"N",10,3,3,4,555306,765152,436787,683325,373682,NA,NA,NA,NA,NA,515870,NA,NA,NA,NA,555306,83820,765152,NA,NA,765152,NA,NA,NA,NA,373682,683325,NA,NA,NA,NA,NA,NA,NA,NA,515870,"FARMER","Y",1,1,2,4,"10",NA,0,"ATESO",3,"IRARAK",NA,"ATESO",0,NA,0,0,0,0,NA,NA,"ABALANG","N",12,7,1
1,349966,"Y","Y",0,"5","F",18,"N",30,3,3,3,176486,967300,81756,243268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176486,526771,999416,225652,NA,526771,NA,NA,NA,NA,967300,NA,NA,NA,NA,NA,NA,NA,NA,NA,515870,"FARMER","Y",1,2,4,2,"15",NA,0,"ATESO",2,"ISHOLETA","IKARIBWOK","ATESO",1,NA,1,1,1,1,NA,NA,"UNKNOWN",NA,10,7,1
1,518918,"Y","Y",0,"3","M",29,"N",20,5,3,1,211170,503199,389100,906190,NA,NA,746221,734956,NA,578967,211170,NA,NA,NA,NA,765152,385008,NA,266465,886322,764682,871577,475076,956217,495784,380709,613212,504089,115792,871577,115792,871577,475076,NA,NA,515870,"PEASANT","Y",5,4,6,4,"7",NA,5,"ATESO",3,NA,"IRARAK","ATESO",1,0.8,1,0,1,0.4,1,3,"ABALANG","Y",25,20,1
1,288784,"Y","Y",0,"2","M",35,"Y",60,3,3,4,NA,55994,349445,344588,NA,NA,563563,344588,927081,NA,11243,515870,837011,814816,NA,66752,11243,55994,NA,NA,66752,NA,NA,NA,NA,750366,NA,NA,NA,NA,641629,NA,NA,NA,NA,515870,"FARMER","Y",2,1,4,2,"7",NA,4,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.4,1,0.25,0.333333333,0.25,0.5,0,NA,"ABALANG","Y",16,12,0
1,969222,"Y","Y",0,"4","F",46,"Y",60,3,3,3,911187,423206,955156,328945,37750,386339,751967,567950,498100,NA,498100,751967,567950,NA,NA,144599,393154,425568,NA,NA,319597,502905,NA,NA,NA,918726,334082,NA,NA,NA,751967,334082,NA,NA,NA,515870,"PEASANT","Y",2,1,3,3,"3",NA,4,"ATESO",2,"ININTKA","IKATEKOK","ATESO",0,0.25,0.333333333,0,0,0,0.5,NA,"AKAIKAI","N",21,16,1
1,355119,"Y","Y",0,"4","M",35,"Y",30,5,3,1,NA,813494,626735,104383,765152,653092,436957,320595,66752,949803,288784,602386,436957,NA,NA,270291,550978,263455,837011,NA,765152,944695,597036,813494,96632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",2,2,4,2,"30",NA,5,"ATESO",3,NA,NA,"ATESO",0.4,0.2,0.333333333,0,0.6,NA,NA,NA,"ABALANG","N",21,18,1
1,692754,"Y","Y",0,"3","F",33,"N",30,1,6,3,657914,607693,669987,842928,607693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604421,936635,172451,23767,964066,669987,662907,465930,951461,275263,380903,518732,362750,752541,438804,NA,NA,NA,NA,NA,515870,"FARMER","Y",2,2,4,3,"21",NA,0,"KUMAM",2,"IYEPAS",NA,"KUMAM",0,NA,NA,0,0,0.8,NA,NA,"CENTRAL","N",20,18,1
1,421676,"Y","Y",0,"5","F",30,"Y",60,3,3,3,79941,125816,346491,481343,124016,622725,416138,498159,924892,744241,652356,221970,NA,NA,NA,250782,900842,NA,NA,NA,574271,NA,NA,NA,NA,763552,NA,NA,NA,NA,NA,79170,NA,NA,NA,426850,"FARMER","N",3,2,3,3,"14",NA,5,"ATESO",2,"IKARIBWOK",NA,"ATESO",1,0,0,0,0,0,0,NA,"ALOET","N",17,17,1
1,267796,"Y","Y",0,"3","F",27,"Y",30,3,3,1,422693,897055,967300,54721,975756,518918,266465,812804,396439,865009,65157,542104,852965,108458,607375,46820,NA,NA,NA,NA,608074,536018,69753,90179,967300,192686,627945,135284,NA,NA,783463,967300,NA,NA,NA,531208,"PEASANT","Y",3,2,NA,3,"4",NA,5,"ATESO",3,"ALOETAIT",NA,"ATESO",0,0.8,0.4,0,0,0.666666667,0,NA,"CENTRAL","N",26,24,1
1,898032,"Y","Y",0,"4","F",30,"N",10,3,5,2,600405,749437,443509,NA,NA,NA,NA,NA,NA,NA,238791,NA,NA,NA,NA,600405,950344,221146,NA,NA,149487,912957,728922,NA,NA,90179,596418,NA,NA,NA,168999,619816,NA,NA,NA,NA,"FARMER","Y",2,1,4,3,"4",NA,0,"ATESO",3,NA,NA,"ATESO",1,NA,1,1,0.333333333,1,0.5,NA,"GWERI","N",14,13,1
5,848099,"Y","Y",0,"3","F",56,"Y",60,4,3,4,NA,37750,498159,745851,NA,203080,NA,NA,NA,NA,NA,NA,NA,NA,NA,176486,657914,832631,876757,NA,NA,NA,NA,NA,NA,793484,NA,NA,NA,NA,203080,650588,NA,NA,NA,793484,"FARMER","N",2,2,4,2,"4",NA,1,"ATESO",2,"EKOMOLOIT",NA,"ATESO",0,1,NA,0,NA,0,1,6,"ABALANG","N",11,10,1
1,398179,"Y","Y",0,"2","F",70,"Y",30,1,6,4,NA,683325,312050,NA,NA,101108,42240,362115,NA,548224,211170,37750,NA,NA,NA,86629,NA,NA,NA,NA,NA,NA,NA,NA,NA,722763,NA,NA,NA,NA,188478,312050,NA,NA,NA,37750,"FARMER","Y",3,4,4,3,"7",NA,5,"ATESO",2,"IKARIBWOK","ININTKA","ATESO",1,0.6,1,0,NA,0,0,NA,"ABALANG","N",12,11,1
1,593609,"Y","Y",0,"2","M",21,"Y",60,5,3,3,203080,507859,958241,915075,NA,795919,433904,577343,843703,443509,760218,875493,NA,NA,NA,297224,737247,949803,NA,NA,438761,388817,715857,538531,NA,297224,277205,428575,NA,NA,244864,911280,134655,NA,NA,855449,"FARMER","Y",3,4,4,3,"2",NA,5,"ATESO",3,"IKATEKOK",NA,"ATESO",0.75,1,0,0,0,0.333333333,0.666666667,NA,"OGOLOID","Y",24,23,1
1,116546,"Y","Y",0,"4","F",19,"N",120,5,3,1,961489,725979,336616,NA,NA,55354,NA,NA,NA,NA,336616,333107,86048,NA,NA,77177,961489,NA,NA,NA,NA,NA,NA,NA,NA,378051,601956,552384,NA,NA,961489,858932,NA,NA,NA,NA,"PEASANT","Y",2,1,4,3,"4",NA,1,"ATESO",2,"IKELIMO",NA,"ATESO",0,1,0,0,NA,0,0,NA,"CENTRAL","N",14,11,1
1,810605,"Y","Y",0,"3","M",26,"N",20,3,3,1,NA,107370,35793,NA,876130,466199,NA,NA,NA,NA,NA,119262,NA,NA,853287,NA,NA,504089,375649,NA,957189,126411,369031,NA,853287,46026,913190,910975,NA,NA,107370,152306,913190,NA,NA,NA,"QUARRING","Y",2,1,4,4,"7",NA,1,"ATESO",2,"ININTKA",NA,"ATESO",0.2,0,0.2,0,0.2,0.666666667,0.666666667,NA,"GWERI","N",18,15,0
4,289784,"Y","Y",0,"4","M",31,"Y",31,5,3,1,772620,NA,167186,571057,66752,390067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772620,274778,722859,229893,NA,571057,788276,189843,NA,696193,119262,270340,938675,NA,11243,504089,167186,NA,NA,NA,"PEASANT","Y",2,4,6,3,"3",NA,1,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.2,1,NA,0.2,0,0.25,1,2,"ABALANG","Y",19,16,1
1,167186,"Y","Y",1,"40","M",21,"N",50,3,3,4,772620,289784,11243,468659,263455,183667,643548,96094,156911,289784,289784,119262,772620,NA,NA,11243,55994,442687,NA,NA,289784,257016,436957,772620,NA,936751,662247,505999,NA,NA,87855,96094,NA,NA,NA,515870,"BUSINESS","Y",1,4,4,2,"3",NA,5,"ATESO",4,"ABASITA",NA,"LUGANDA",1,0.6,0,0.333333333,1,0,0.5,NA,"ABALANG","Y",25,18,1
5,661346,"Y","Y",0,"8","F",38,"N",12,5,3,3,202380,385058,351593,104258,124016,219928,716906,364054,146856,73226,202380,124016,NA,NA,NA,696931,29747,870395,76427,650583,870395,547231,219928,415382,818085,870395,922490,NA,145930,929017,73226,958643,716906,202380,476026,716906,"FARMER","Y",3,1,4,3,"2",NA,5,"KUMAM",2,"IKARIBWOK","IKATEKOK","KUMAM",1,0.6,1,0.6,0.6,1,0.8,NA,"MUGANA","N",31,23,1
1,827774,"Y","Y",0,"0","F",18,"N",40,3,3,1,NA,818732,219795,253402,355098,708048,NA,NA,NA,NA,NA,NA,NA,NA,NA,643799,NA,NA,NA,NA,219795,208807,253402,252403,NA,326017,NA,NA,NA,NA,643799,281187,NA,NA,NA,643799,"PEASANT","Y",1,2,4,3,"14",NA,1,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.2,1,NA,0,0,0,0,NA,"CENTRAL","N",13,10,0
5,42818,"Y","Y",0,"0","M",31,"Y",10,3,3,2,496950,452544,588933,NA,NA,496950,987801,351623,991673,674722,NA,NA,NA,NA,NA,176486,657914,567170,250667,182175,252403,262353,987801,NA,NA,415640,588933,252403,452651,208807,NA,NA,NA,NA,NA,674722,"FARMER","Y",3,2,3,3,"7",NA,5,"ATESO",2,"IKELIMO",NA,"ATESO",0,0.2,NA,0,0,0,NA,NA,"ABALANG","Y",21,17,0
1,608074,"Y","Y",0,"2","F",38,"Y",30,5,3,4,NA,720187,250848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436561,840887,179992,445230,696713,185866,848099,NA,216739,219795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615584,"RESTAURANT","N",3,1,4,2,"7",NA,0,"ATESO",2,"IKATEKOK",NA,"ATESO",0.2,NA,0,0.8,0.2,0,NA,NA,"CENTRAL","N",11,11,1
4,426122,"Y","Y",1,"10","M",61,"Y",40,3,1,3,517906,554867,NA,NA,NA,NA,NA,NA,NA,NA,517906,NA,NA,NA,NA,517906,NA,NA,NA,NA,902129,NA,NA,NA,NA,817037,NA,NA,NA,NA,253402,NA,NA,NA,NA,NA,"FARMER","Y",1,4,3,3,"7",NA,1,"ATESO",2,"IKARIBWOK",NA,"ATESO",0,0,0,0,0,0,0,8,"ABALANG","N",7,5,1
1,791576,"Y","Y",0,"4","F",57,"Y",10,2,3,1,720187,253402,230296,42240,241716,NA,NA,NA,NA,NA,720187,NA,NA,NA,NA,720187,452651,NA,NA,NA,118914,371990,742345,NA,NA,NA,NA,NA,NA,NA,230296,NA,NA,NA,NA,NA,"FARMER","Y",3,1,4,4,"5",NA,0,"ATESO",2,"IRISAI IKWALAI",NA,"NONE",0,NA,0,0,0,0,0,NA,"ABALANG","N",12,9,1
1,720187,"Y","Y",1,"20","F",60,"Y",70,3,3,1,384312,412929,572828,267719,651618,414526,283675,474412,193815,496496,267719,20455,193815,37750,377040,651618,193815,378051,414526,13818,496496,152384,286315,216235,377040,377040,412929,NA,NA,NA,267719,286315,152384,677071,755631,760187,"PEASANT","Y",2,1,4,3,"7",NA,5,"ATESO",2,"IKOMOLO","IKATEKOK","ATESO",0.6,0.8,0.6,0.8,0.4,0.5,0.6,8,"ABALANG","Y",32,20,1
4,384312,"Y","Y",0,"2","F",70,"Y",120,1,3,1,572828,229893,890491,873660,NA,803219,NA,NA,NA,NA,NA,NA,NA,NA,NA,229893,572828,NA,NA,NA,729538,216235,286315,NA,NA,572828,229893,NA,NA,NA,729538,NA,NA,NA,NA,NA,"PEASANT","Y",2,1,4,3,"3",NA,1,"ATESO",2,"IPALAM","IKATEKOK","ATESO",0,0,NA,0,0,0,0,3,"ABALANG","N",13,8,0
1,20455,"Y","Y",0,"3","F",55,"Y",45,3,5,3,572828,229893,119334,385008,NA,329225,443509,344588,488269,NA,NA,NA,NA,NA,NA,443509,80580,336616,129605,214446,443509,80580,515870,NA,NA,229893,336616,267719,393217,NA,NA,NA,NA,NA,NA,762693,"FARMER","Y",4,1,4,4,"7",NA,4,"ATESO",3,"IKARIBWOK","IKATEKOK","NONE",0.5,0.25,NA,0,0.333333333,0.5,NA,NA,"ABALANG","N",20,15,1
4,371990,"Y","Y",0,"2","F",27,"Y",30,5,3,3,791576,872692,742345,515870,NA,29948,NA,NA,NA,NA,791576,742345,NA,NA,NA,791576,742345,161627,NA,NA,897506,70484,643787,NA,NA,70484,897506,643787,NA,NA,791576,NA,NA,NA,NA,915887,"FARMER","Y",3,1,4,4,"3",NA,1,"ATESO",3,"IKATEKOK",NA,"ATESO",0.75,0,1,0.666666667,0.666666667,0.666666667,1,8,"ABALANG","Y",17,9,1
