"EventCode","Ego","Hear","Attend","IsSeed","ToTotal","Gender","Age","In80s","MinsTrav","Educ","WallMat","JobType","Time1","Time2","Time3","Time4","Time5","Phone1","Phone2","Phone3","Phone4","Phone5","Pol1","Pol2","Pol3","Pol4","Pol5","Relig1","Relig2","Relig3","Relig4","Relig5","Meal1","Meal2","Meal3","Meal4","Meal5","Visit1","Visit2","Visit3","Visit4","Visit5","Secret1","Secret2","Secret3","Secret4","Secret5","GossipNameCl","Occup","Married","ClanWeek","Relig","Worship","ReligWeek","SoapLasts","WhyNot","PhoneSum","CoarseLangFam","CoarseVisitOth","CoarseClan","CoarseSpouseClan","Tribe","TimeClanProp","PhoneClanProp","PolClanProp","ReligClanProp","MealClanProp","VisitClanProp","SecretClanProp","Region","CoarseVlg","OwnPhone","TotNames","TotUNames","Passed"
3,304090,"N","N",0,NA,"F",55,"Y",NA,3,3,3,255700,96632,390067,591201,423645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96632,318299,NA,NA,608074,96632,NA,257912,NA,755631,952350,898699,456962,100290,608074,NA,NA,NA,NA,NA,"PEASANT","Y",2,1,NA,3,"7",NA,0,"ATESO",2,"IKATEKOK","IKOMOLO","ATESO",0,NA,0,0,0,0,0,4,"ABALANG","N",16,13,0
3,265435,"N","N",0,NA,"F",42,"N",NA,1,3,1,689624,NA,189544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y",3,2,1,2,"4",NA,0,"ATESO",2,"ASILANGITONON",NA,"ATESO",0,NA,NA,NA,NA,0,NA,6,"ABALANG","N",3,3,0
3,399971,"N","N",0,NA,"F",NA,"N",NA,1,3,1,355119,550978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384312,NA,NA,NA,NA,384312,NA,NA,NA,NA,NA,NA,NA,NA,"PEASANT","N",5,1,4,5,"7",NA,0,"ATESO",1,"IRARAK",NA,"ATESO",1,NA,NA,NA,0,0,NA,4,"ABALANG","N",4,3,0
3,399971,"N","N",0,NA,"F",48,"Y",NA,3,3,1,391588,175299,637682,146129,747956,882540,13230,438804,NA,NA,NA,NA,NA,NA,NA,183833,74105,747956,574248,175299,462364,403224,580296,NA,NA,807305,146129,751967,959027,NA,391588,747956,574248,522326,NA,262854,"PEASANT","Y",2,1,4,3,"7",NA,3,"ATESO",3,"IYEPAS","IMUGANA","KUMAM",0.2,1,NA,0,0,0.25,0,2,"MUGANA","N",24,18,0
3,417812,"N","N",0,NA,"F",NA,"N",NA,1,3,3,753847,602472,731264,942333,436308,NA,NA,NA,NA,NA,731264,618617,NA,NA,NA,920737,753847,NA,NA,NA,942333,436308,24893,NA,NA,438804,980145,599672,346173,931111,NA,NA,NA,NA,NA,381108,"FARMER","N",2,1,4,3,"14",NA,1,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.6,0,0.5,0.5,0.333333333,0.6,NA,NA,"MUGANA","N",17,13,0
3,144961,"Y","N",0,"0","F",36,NA,NA,3,3,3,755631,21976,NA,NA,NA,966719,772682,NA,NA,NA,21976,NA,NA,NA,NA,21976,755631,NA,NA,NA,NA,NA,NA,NA,NA,755631,NA,NA,NA,NA,21976,NA,NA,NA,NA,NA,"PEASANT","Y",1,1,4,3,"2","DEVILS",2,"ATESO",2,"IRARAK","ININTKA","ATESO",0,1,0,0,0,0,0,4,"ABALANG","Y",9,4,0
3,908535,"Y","N",0,"3","F",19,"N",NA,5,3,1,942333,438804,377960,707901,NA,679126,346491,912331,NA,NA,NA,NA,NA,NA,NA,391588,702679,432074,745016,868942,942333,391588,NA,NA,NA,436308,942333,391588,NA,NA,450962,NA,NA,NA,NA,564972,"FARMER","Y",1,1,4,4,"3","SICK",3,"ATESO",NA,"IKARIBWOK","IRARAK","ATESO",0,0.333333333,NA,0.4,0,0,0,NA,"MUGANA","N",18,14,1
3,254178,"N","N",0,NA,"F",19,"N",NA,5,3,4,17471,820287,34669,453963,677187,NA,NA,NA,NA,NA,677187,453963,267265,NA,NA,677187,820287,70320,266931,NA,99084,873829,78762,391522,NA,845264,238526,849814,NA,NA,266931,NA,NA,NA,NA,564972,"FARMER","Y",2,1,4,4,"7",NA,0,"ATESO",2,"IKARIBWOK","IKATEKOK","ATESO",0,NA,0,0,0.2,0,0,10,"MUGANA","N",20,15,0
3,616527,"N","N",0,NA,"F",60,"Y",NA,1,6,4,386587,551071,414499,922490,NA,212701,NA,NA,NA,NA,299934,456343,906426,277050,NA,386587,81357,NA,NA,NA,299934,NA,NA,NA,NA,299934,NA,NA,NA,NA,433747,NA,NA,NA,NA,564972,"FARMER","Y",3,2,4,3,"7",NA,1,"ATESO",3,"IKARIBWOK","IMUGANA","ATESO",0.75,1,1,0.5,1,1,1,4,"MUGANA","N",14,11,0
3,848426,"N","N",0,NA,"F",19,"N",NA,3,3,1,28346,175299,35619,164530,306969,NA,NA,NA,NA,NA,21976,75315,745851,NA,NA,175299,473288,351590,NA,NA,175299,28346,896035,550806,164530,948152,513085,23044,175299,28346,912331,28346,175299,847341,NA,745851,"BUSINESS","Y",3,1,4,4,"4",NA,0,"ATESO",5,NA,"IRARAK","ATESO",0,NA,0,0,0,0,0,NA,"MUGANA","N",25,17,0
3,522016,"Y","N",0,"1","F",38,"Y",NA,3,3,1,443509,938675,194134,895844,710194,691318,NA,NA,NA,NA,325943,37750,668705,19815,481615,325943,668705,19815,481615,976165,504089,361927,443509,178720,649405,80580,824620,618617,116468,103760,508687,277205,677187,52310,347778,11243,"PEASANT","Y",2,4,4,2,"7","TOOLATE",1,"ATESO",3,"IRARAK",NA,"ATESO",0,1,0,0,0,0.6,0.6,1,"ABALANG","N",31,26,1
3,362250,"Y","N",0,"1","F",43,"Y",NA,3,3,3,362750,391933,677054,592632,771535,696193,771535,960686,780651,983726,515870,965437,NA,NA,NA,120312,NA,55994,37750,NA,724929,780651,270340,166808,NA,724929,780651,270340,166808,NA,362750,592632,NA,NA,NA,362750,"PEASANT","N",5,4,NA,3,"2","TOOLATE",5,"ATESO",4,"IKARIBWOK",NA,"ATESO",0.6,0.8,0,0.5,0.6,0.75,0.5,4,"ABALANG","Y",25,17,1
3,694113,"N","N",0,NA,"F",85,"Y",NA,1,3,3,43664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,938675,NA,NA,NA,NA,43664,NA,NA,NA,NA,515870,"FARMER","Y",2,1,4,4,"14",NA,0,"ATESO",2,"IKARIBWOK","IRARAK","ATESO",0,NA,NA,0,0,0,0,NA,"ABALANG","N",3,2,0
3,263455,"N","N",0,NA,"F",18,"N",NA,4,3,3,587331,46026,232664,813967,NA,752445,699362,479424,NA,NA,440110,NA,NA,NA,NA,658967,753847,531208,894892,NA,699909,813967,NA,NA,NA,385008,824014,617417,272097,NA,813967,NA,NA,NA,NA,NA,"FARMER","Y",2,2,4,3,"3",NA,3,"KUMAM",2,"ADIYAMA IBONGOI","IRARAK","KUMAM",0,1,0,0,0,1,0,7,"MUGANA","Y",19,17,0
3,365873,"N","N",0,NA,"F",34,"Y",NA,4,3,3,175299,391588,240578,745851,881562,593437,235831,881562,847341,NA,381108,745016,564972,NA,NA,175299,391588,74105,352677,NA,513085,745851,NA,NA,NA,610230,482742,513085,409913,429326,881562,175299,391588,482742,NA,745851,"FARMER","Y",2,1,4,3,"7",NA,4,"KUMAM",3,"IKARIBWOK",NA,"KUMAM",0.2,0,0,0,0.5,0.4,0,4,"MUGANA","Y",27,18,0
3,205667,"Y","N",0,"4","F",56,"Y",NA,2,3,1,969369,677071,870395,711136,827774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,969369,400641,NA,NA,NA,NA,NA,NA,NA,NA,711136,930988,677071,NA,NA,962816,395069,969369,914610,NA,515870,"PEASANT","Y",2,2,4,1,"30","AFRAID",0,"ATESO",2,"IKATEKOK","IKARIBWOK","ATESO",0.2,NA,NA,0.5,NA,0,0.5,2,"ABALANG","N",14,10,1
3,205667,"Y","N",0,"5","F",57,"Y",NA,3,3,3,46651,710194,684922,373859,877357,954695,605222,479855,570732,323351,515870,NA,NA,NA,NA,669117,911511,929017,NA,933161,46651,572602,710194,848099,NA,NA,NA,NA,NA,NA,46651,710194,NA,NA,NA,NA,"PEASANT","Y",2,1,8,5,"5","TOOLATE",5,"ATESO",3,"IKARIBWOK",NA,"ATESO",0,0,0,0,0,0,0,2,"ABALANG","Y",21,17,1
3,963814,"N","N",0,NA,"F",45,"Y",NA,1,6,1,563190,758261,702679,81477,NA,961714,58680,NA,NA,NA,240578,722859,NA,NA,NA,NA,NA,NA,NA,NA,729030,915763,NA,390067,650217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262854,"BUSINESS","Y",3,1,2,3,"7",NA,2,"KUMAM",2,"IKARIBWOK","IRARAK","ATESO",0,0.5,0.5,NA,0,NA,NA,NA,"MUGANA","N",12,12,0
3,908362,"N","N",0,NA,"F",20,"N",NA,3,3,3,861284,641228,906426,574248,NA,641228,64266,955674,NA,NA,NA,NA,NA,NA,NA,NA,393217,614270,293563,NA,163088,64266,252731,NA,834303,NA,NA,NA,NA,NA,641228,64266,NA,NA,NA,NA,"FARMER","Y",3,2,1,3,"14",NA,3,"KUMAM",3,"ISAMUKO",NA,"KUMAM",0,0.666666667,NA,1,1,NA,0.5,NA,"MUGANA","N",16,12,0
3,513085,"N","N",0,NA,"F",36,"N",NA,1,3,1,881562,365873,409913,23044,240578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881562,365873,23044,240578,847341,23044,365873,240578,382029,466593,618678,912331,550629,28346,175299,618678,550629,28346,881562,466593,745851,"FARMER","Y",3,1,4,4,"7",NA,0,"ATESO",NA,"IKARIBWOK","IRARAK","ATESO",0,NA,NA,0,0,0,0,4,"MUGANA","N",25,13,0
3,572602,"Y","N",0,"3","F",48,"Y",NA,1,3,3,399892,703415,188555,205667,NA,479855,NA,NA,NA,NA,NA,NA,NA,NA,NA,205667,765152,703415,188555,848099,205667,399971,556592,976418,NA,103760,949803,NA,NA,NA,765152,NA,NA,NA,NA,NA,"PEASANT","Y",1,1,4,5,"7","TOOLATE",1,"ATESO",2,"IDUNGURA","IKATEKOK","ATESO",0,0,NA,0,0,0,0,5,"ABALANG","N",17,12,1
3,552352,"N","N",0,NA,"F",28,"N",NA,4,6,3,731264,779189,390067,176996,983911,731264,385330,698451,620534,702679,381108,564972,NA,NA,NA,50845,738718,967300,697145,NA,50845,176996,707901,549490,NA,779189,390067,356738,549490,707901,707901,755221,385330,NA,NA,NA,"FARMER","Y",1,2,2,3,"3",NA,5,"ATESO",3,"IKATEKOK","IKARIBWOK","ATESO",0,0.6,0,0,0,0,0.333333333,NA,"MUGANA","Y",28,19,0
3,158595,"N","N",0,NA,"F",50,"Y",NA,1,3,3,390067,469871,626557,NA,NA,NA,NA,NA,NA,NA,386587,NA,NA,NA,NA,883656,427756,222890,NA,NA,NA,NA,NA,NA,NA,615584,481615,NA,NA,NA,222890,386587,NA,NA,NA,564972,"FARMER","Y",2,1,4,3,"7",NA,0,"KUMAM",2,"IRARAK","IKARIBWOK","KUMAM",1,NA,1,1,0,1,1,7,"MUGANA","N",11,9,0
3,847450,"N","N",0,NA,"F",18,"N",NA,3,3,1,939117,240578,542135,385929,221970,677185,688196,104546,385929,NA,NA,NA,NA,NA,NA,221970,302107,168688,535846,610230,824799,600071,188555,751967,NA,202380,NA,202604,752186,824799,542135,302107,385929,618617,488316,30825,"FARMER","Y",1,1,4,4,"7",NA,4,"ATESO",4,"INOM",NA,"ATESO",0,0.75,NA,0,0,0,0,NA,"MUGANA","N",27,21,0
3,518728,"N","N",0,NA,"F",70,"Y",NA,1,6,1,391588,942333,365873,92387,23044,364724,NA,NA,NA,NA,632149,NA,NA,NA,NA,74105,NA,NA,NA,NA,53109,852382,399971,NA,NA,NA,NA,NA,NA,NA,519834,978082,NA,NA,NA,342810,"PEASANT","Y",2,1,4,2,"7",NA,1,"ATESO",4,"IRARAK","IMUGANA","ATESO",0.6,1,0,0,1,NA,0,2,"MUGANA","N",13,13,0
3,28346,"N","N",0,NA,"F",29,"N",NA,3,3,1,992887,35619,963814,175299,NA,460411,707398,921849,283046,550629,NA,NA,NA,NA,NA,175299,992887,352677,NA,NA,848426,35619,175299,992887,847341,912331,35619,959701,848426,847341,550629,848426,NA,NA,NA,745851,"FARMER","Y",2,1,2,3,"7",NA,5,"ATESO",NA,"IGORIA","IRARAK","ATESO",0,0.6,NA,0,0,0,0,5,"MUGANA","Y",24,14,0
3,511805,"N","N",0,NA,"F",20,"N",NA,3,3,3,377960,270340,522712,574248,386533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,588486,861284,939740,NA,NA,924892,461601,NA,NA,NA,566258,NA,NA,NA,NA,381108,"PEASANT","Y",6,1,4,3,"5",NA,0,"ATESO",3,"IRARAK",NA,"ATESO",0,NA,NA,0,0,0,0,3,"MUGANA","N",11,11,0
3,373682,"Y","N",0,"0","F",28,"Y",NA,4,3,4,NA,NA,NA,412091,568686,568686,NA,NA,NA,NA,NA,NA,NA,NA,NA,83820,555306,NA,NA,NA,NA,NA,NA,NA,NA,11125,NA,NA,NA,NA,NA,NA,NA,NA,NA,380218,"BREWER","Y",3,1,3,3,"30","TOOLATE",1,"ATESO",1,NA,NA,"ATESO",0.2,1,NA,1,NA,1,NA,8,"ABALANG","N",6,5,0
3,423645,"Y","N",0,"5","F",30,"N",NA,3,3,3,813967,336616,792015,391522,910298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148908,NA,NA,NA,501831,NA,NA,NA,NA,853287,104383,NA,NA,NA,456962,NA,NA,NA,NA,515870,"PEASANT","Y",1,1,4,5,"3","TOOLATE",0,"ATESO",2,"IKARIBWOK","IRARAK","ATESO",0,NA,NA,0,0,0,0,4,"ABALANG","N",10,10,1
3,707901,"N","N",0,NA,"F",24,"N",NA,3,6,1,391588,399971,602472,595777,177680,837900,NA,NA,NA,NA,391588,399971,NA,NA,NA,399971,391588,702679,432074,563190,391588,868942,78408,436308,NA,595777,177680,896551,847450,629600,896551,391588,595777,629600,NA,745851,"FARMER","N",5,1,4,5,"3",NA,1,"ATESO",4,"IRARAK",NA,"ATESO",0,0,0,0,0.5,0,0,NA,"MUGANA","N",26,15,0
3,537546,"N","N",0,NA,"F",38,"N",NA,1,3,3,677187,NA,NA,NA,NA,NA,NA,NA,NA,NA,677187,912219,NA,NA,NA,399034,NA,NA,NA,NA,NA,322509,NA,NA,NA,277205,845264,NA,NA,NA,921844,NA,NA,NA,NA,NA,"FARMER","Y",2,1,4,2,"3",NA,0,"ATESO",2,"IKENG","IKARIBWOK","ATESO",0.5,NA,1,0,1,0.5,0,10,"MUGANA","N",8,7,0
3,255700,"Y","N",0,NA,"F",NA,"Y",NA,1,3,3,NA,608074,933161,NA,NA,504089,NA,NA,NA,NA,NA,NA,NA,NA,NA,933161,608074,351546,219827,12503,NA,608074,932858,NA,NA,608074,NA,NA,NA,NA,933161,NA,NA,NA,NA,NA,"PEASANT","Y",5,1,1,2,"5","BUSY",1,"ATESO",2,NA,"IKOMOLO","ATESO",0,1,NA,0,0,0,0,NA,"ABALANG","N",12,7,0
3,343449,"N","N",0,NA,"F",31,"N",NA,3,6,3,29675,982081,877357,587123,589113,382302,37028,593280,29747,66752,844522,564972,NA,NA,NA,NA,498159,391588,805051,883656,999416,964714,853287,973168,NA,746225,610230,973168,615584,NA,423645,425409,NA,NA,NA,469871,"FARMING","Y",3,1,4,4,"4",NA,5,"KUMAM",2,"IKARIBWOK",NA,"ATESO",1,0.8,0,0.6,1,0.5,1,7,"MUGANA","N",26,25,0
3,70094,"Y","N",0,"3","F",32,"N",NA,3,3,1,954963,517845,420073,119262,844589,NA,NA,NA,NA,NA,250725,515870,621845,249896,11243,844589,119262,120312,966506,643233,344588,617278,NA,NA,NA,366098,180257,155187,393497,420073,872692,249896,621845,966506,11243,250725,"PEASANT","Y",2,4,4,4,"1","BUSY",0,"ATESO",3,"IKARIBWOK","IKARIBWOK","ATESO",0.4,NA,0,0.6,0,0,0,NA,"ABALANG","N",27,20,1
3,480898,"Y","N",0,"2","F",28,"N",NA,3,3,1,97922,927558,396439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,881969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536169,881969,NA,NA,NA,515870,"PEASANT","Y",1,1,4,3,"6","KIDS",0,"ATESO",2,NA,NA,"ATESO",0,NA,NA,0,NA,NA,0,NA,"ABALANG","N",6,5,1
3,564972,"N","N",0,NA,"F",43,"N",NA,5,3,1,202380,119262,958643,847222,915763,219928,54536,958643,858796,292892,292892,849814,238526,619067,556223,392600,701869,76220,270340,405789,260584,80580,349907,514687,NA,NA,NA,NA,NA,NA,844522,219928,NA,NA,NA,844522,"LC3","Y",3,1,4,3,"5",NA,5,"KUMAM",2,"IKARIBWOK","IKATEKOK","ATESO",0.2,0.4,0,0.2,0.25,NA,0.5,6,"MUGANA","Y",26,23,0
3,96632,"N","N",0,NA,"F",50,"N",NA,1,3,3,837011,NA,242245,NA,868942,662247,569161,696713,NA,NA,991665,11243,NA,NA,NA,139803,11243,NA,NA,NA,960686,568764,456962,270291,NA,933161,667736,270291,911780,853287,686428,NA,NA,NA,NA,608074,"PEASANT","Y",1,1,4,3,"7",NA,3,"ATESO",2,"IKARIBWOK","IKOMOLO","ATESO",0,1,0,0,0,0,0,4,"ABALANG","N",20,18,0
3,554547,"N","N",0,NA,"F",30,"N",NA,3,3,1,291232,612058,827774,451482,254507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291232,518728,254507,451482,NA,983588,291232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",2,1,4,3,"4",NA,0,"ATESO",2,"IKARIBWOK",NA,"ATESO",0,NA,NA,0.25,0.5,NA,NA,3,"MUGANA",NA,11,7,0
3,551087,"N","N",0,NA,"F",23,"N",NA,6,3,3,582779,843703,653073,373682,NA,63149,526629,262727,356400,NA,458037,NA,NA,NA,NA,258481,NA,662593,NA,NA,877357,74747,NA,NA,NA,198317,NA,NA,NA,NA,63149,NA,NA,NA,NA,745851,"TRADER","N",2,4,20,2,"14",NA,4,"KUMAM",5,"IYEPAS",NA,"KUMAM",0.25,0.5,0,0,0,0,0,NA,"MUGANA","Y",15,14,0
3,372303,"N","N",0,NA,"F",39,"N",NA,3,5,1,119262,80580,684447,951342,NA,669033,598997,984250,NA,NA,139275,844522,NA,NA,NA,722238,80580,684447,NA,NA,929017,689198,NA,NA,NA,929017,687750,194134,487377,NA,391522,713075,NA,NA,NA,781376,"PEASANT","Y",1,1,3,3,"30",NA,3,"KUMAM",3,"OMUGAI","IKATEKOK","RUYANKOLE",0,0.666666667,0,0,0,0,0,NA,"MUGANA","N",20,17,0
3,592632,"N","N",0,NA,"M",32,"Y",NA,6,3,2,566506,846910,115282,472048,818791,261070,723645,49167,293774,846910,NA,564972,381108,351593,NA,846910,972909,547231,224753,870395,566506,472048,NA,62208,115282,566506,547231,115282,224753,351593,846910,711595,NA,NA,NA,564972,NA,"Y",3,1,30,3,"3",NA,5,"OTHER",4,"IRARAK",NA,"OTHER",0.4,0.4,0,0.4,0.2,0.6,0.5,8,"MUGANA","N",29,18,0
3,593437,"N","N",0,NA,"M",25,"Y",NA,3,3,1,779189,586360,NA,NA,NA,702679,337498,409913,365873,881562,262854,564972,NA,NA,NA,224928,702679,NA,NA,NA,881562,37750,737247,118766,NA,812273,432074,35619,NA,NA,37750,NA,NA,NA,NA,381108,"PEASANT","N",3,1,4,3,"14",NA,5,"KUMAM",4,"IKARIBWOK",NA,"KUMAM",0,0.2,0,0,0.25,0.333333333,0,3,"MUGANA","Y",19,16,0
3,351593,"N","N",0,NA,"M",47,"Y",NA,5,3,2,202380,972371,78910,124016,512913,202380,309473,104258,844522,619067,386587,NA,NA,NA,NA,74105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,415382,"PAINTER","Y",3,1,4,3,"3",NA,5,"KUMAM",2,"IKATEKOK",NA,"KUMAM",0.6,1,0,0,NA,NA,NA,2,"MUGANA","Y",12,11,0
3,303320,"Y","N",0,"0","F",52,"Y",NA,3,3,1,242245,NA,NA,456321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,805836,457610,608591,853287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267719,"PEASANT","N",4,1,1,4,"7","SICKPATIENT",0,"ATESO",2,"IKARIBWOK",NA,"ATESO",0.5,NA,NA,NA,1,NA,NA,NA,"ABALANG","N",6,6,0
3,731264,"N","N",0,NA,"M",32,"N",NA,1,6,3,351901,781376,864805,NA,NA,456343,351901,277205,NA,NA,NA,NA,NA,NA,NA,781376,128907,50845,NA,NA,686618,NA,NA,NA,NA,NA,NA,NA,NA,NA,552352,NA,NA,NA,NA,564972,"BUSINESS","Y",2,2,1,2,"4",NA,3,"ATESO",3,"IKARIBWOK","IKATEKOK","ATESO",0,0.333333333,NA,0.666666667,0,NA,0,9,"MUGANA","Y",11,9,0
3,586360,"N","N",0,NA,"M",45,"Y",NA,3,3,3,637682,919431,824799,600071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FARMER","Y",6,1,3,6,"3",NA,0,"ATESO",2,NA,NA,"ATESO",0,NA,NA,0,NA,NA,NA,NA,"MUGANA","N",4,4,0
3,11114,"N","N",0,NA,"M",19,"N",NA,3,3,1,385929,334082,586360,799019,457025,NA,NA,NA,NA,NA,566902,252743,11114,226227,17180,765152,640135,24377,394370,961835,504089,646450,403224,907365,807305,801081,593437,179535,939117,610230,801081,179535,567950,504089,403224,697955,"STUDENT","N",2,1,2,4,"7",NA,0,"ATESO",4,"IMUGANA",NA,"ATESO",1,NA,1,1,0.6,1,1,NA,"MUGANA","N",30,26,0
3,940769,"Y","N",0,"7","M",46,"Y",NA,7,6,3,846545,NA,604284,999416,108458,328209,135284,711920,188478,NA,NA,NA,NA,NA,NA,NA,631396,270291,NA,NA,779337,791611,NA,NA,NA,108458,931111,250725,NA,NA,999416,NA,NA,NA,NA,645139,"FARMER","Y",2,1,4,4,"3","TOOLATE",4,"ATESO",3,"IKATEKOK",NA,"ATESO",0.2,0.5,NA,0,0.333333333,0.333333333,0,7,"ABALANG","Y",16,14,1
3,508791,"N","N",0,NA,"M",40,"Y",NA,4,3,3,772682,578998,675924,NA,NA,688798,270291,NA,NA,NA,375647,NA,NA,NA,NA,29190,NA,NA,NA,NA,578998,NA,NA,NA,NA,949803,NA,NA,NA,NA,506721,NA,NA,NA,NA,515870,"PEASANT","Y",2,2,3,2,"7",NA,2,"ATESO",3,"IKARIBWOK",NA,"ATESO",0.4,0,0,0,1,0,0,5,"ABALANG","N",10,9,0
3,75315,"N","N",0,NA,"M",67,"Y",NA,3,3,2,482742,765152,381108,550532,954351,562685,NA,NA,NA,NA,482742,765152,381108,550532,954351,765152,482742,NA,NA,NA,939117,610230,586360,252743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,745851,"FARMER","N",3,1,4,5,"5",NA,2,"ATESO",2,"IRARAK",NA,"ATESO",1,0,1,1,1,NA,NA,5,"MUGANA","N",17,10,0
3,702776,"N","N",0,NA,"F",52,"Y",NA,3,6,3,844522,202040,881562,668705,222890,NA,NA,NA,NA,NA,781376,844522,NA,NA,NA,963814,881562,668705,533586,NA,844522,NA,457610,885433,NA,NA,NA,NA,NA,NA,963814,NA,NA,NA,NA,844522,"BUSINESS","Y",2,1,0,3,"7",NA,1,"KUMAM",2,"IRARAK",NA,"KUMAM",0.4,0,0,0.4,0,NA,0,5,"MUGANA","N",15,10,0
3,962816,"Y","N",0,"0","M",60,"Y",NA,3,3,1,856182,651618,193815,861076,456321,NA,405456,NA,NA,NA,423088,861076,362245,231079,21112,205667,711136,779990,651618,945250,456343,550532,585736,651618,NA,906553,585736,781238,NA,NA,827774,205667,456321,651618,NA,193815,"PEASANT","Y",3,1,1,3,"7","TOOLATE",2,"ATESO",4,"IKARIBWOK","IKATEKOK","ATESO",1,0.5,0.4,0.4,0.25,0,0.5,NA,"ABALANG","N",27,20,0
3,945474,"Y","N",0,"3","M",43,"Y",NA,3,3,3,475076,669621,306804,871577,NA,NA,NA,NA,NA,NA,517906,NA,NA,NA,NA,177275,37750,803454,NA,NA,475076,NA,144065,NA,NA,582408,NA,NA,NA,NA,619067,813488,NA,NA,NA,NA,"PEASANT","Y",3,1,4,3,"Y","TOOLATE",0,"ATESO",2,"IKARIBWOK",NA,"ATESO",1,NA,0,0.666666667,1,1,1,NA,"ABALANG","N",13,12,1
3,915053,"Y","N",1,"6","M",45,"Y",NA,4,3,1,619067,498159,654916,100290,NA,504089,493124,438761,202380,974045,907987,844522,564972,292892,722238,498159,29747,615584,654916,834082,262052,779189,779189,520520,619067,779189,429302,654916,277050,619067,262052,615584,779189,277050,844522,564972,"FARMER","Y",3,1,4,4,"4","BUSY",5,"KUMAM",5,"IKARIBWOK","IRARAK","KUMAM",0.4,0,0.4,0.6,0.8,0.8,0.8,8,"MUGANA","Y",34,22,0
3,344588,"N","N",0,NA,"M",23,"N",NA,3,3,4,593609,504089,999553,343781,385008,746225,458195,935462,994721,330418,230477,219678,NA,457081,229250,559531,633667,466295,112256,123109,504089,343781,620534,228331,457081,793531,842928,59074,393483,823335,620534,228331,793531,675338,823335,868942,"BRICKMAKER","Y",3,1,3,3,"7",NA,5,"ATESO",NA,"IKARIBWOK","IMADIRA","ATESO",0.2,0.4,0.2,0.2,0.6,1,1,2,"MUGANA","N",34,27,0
3,737247,"N","N",0,NA,"M",52,"Y",NA,3,6,3,907987,779189,222890,299934,NA,NA,NA,NA,NA,NA,348387,876130,NA,NA,NA,876130,102431,766252,587123,615584,NA,NA,NA,NA,NA,615584,587123,766252,299934,NA,907987,615584,299934,262854,NA,564972,"FARMER","Y",3,1,4,3,"2",NA,0,"KUMAM",3,"IKARIBWOK","INGORATOK","KUMAM",1,NA,0,0.6,NA,1,1,4,"MUGANA","N",19,11,0
3,949803,"Y","N",0,"0","M",NA,"Y",NA,7,5,3,765152,877357,389100,555821,373859,207589,630868,723175,772682,933161,515870,765152,838513,NA,NA,NA,203200,NA,NA,NA,765152,772682,373859,555821,NA,NA,937012,772682,389100,765152,203200,NA,NA,NA,NA,NA,"PEASANT","Y",2,1,4,3,"3","HADVISITOR",5,"ATESO",3,"IRARAK",NA,"ATESO",0,0,0,0,0,0,0,6,"ABALANG","Y",23,14,0
3,63149,"N","N",0,NA,"M",24,"N",NA,5,3,1,802382,10876,598170,502327,189201,626735,960686,NA,NA,NA,782727,183806,NA,NA,NA,385929,454879,NA,NA,NA,10876,NA,NA,NA,NA,802382,189201,NA,NA,NA,802382,189201,NA,NA,NA,564972,"PEASANT","Y",3,2,3,3,"7",NA,2,"KUMAM",3,"IKARIBWOK",NA,"KUMAM",0.8,0,1,1,1,0.5,0.5,4,"MUGANA","Y",16,11,0
